;place_id;place_name;place_rating;place_website;text;rating;time
11;ChIJ2acH14xKtUYRCFp01z3Cgbk;МедЦентрСервис;4.7;http://medtsentrservis.ru/;Нужно было сделать УЗИ надпочечников и для этого в эту клинику пошел. Она и расположена недалек от меня, и многие знакомые рекомендовали тут отличного специалиста Сенькова Андрея Валерьевича. К нему на прием и записался. Врач действительно опытный и как человек приятный. УЗИ четко провел, все результаты мне подробно расшифровал. Вопросов никаких после осмотра не возникло, хорошо, что пошел в эту клинику.;5.0;1510041888.0
12;ChIJ2acH14xKtUYRCFp01z3Cgbk;МедЦентрСервис;4.7;http://medtsentrservis.ru/;Сильно простудил горло, появился кашель и боль была такая, что даже пищу глотать было сложно. Знакомые посоветовали хорошего терапевта Иванову Светлану из этой клиники. Она очень хорошо провела осмотр, задавала много вопросов по моему состоянию, внимательно осмотрела горло и назначила лечение. Еще на протяжении недели пару раз к ней заходил на консультацию. Выздоровел окончательно где-то через 10 дней. Лечение у этого врача и сама клиника мне понравились, спасибо за все!;5.0;1508759736.0
13;ChIJ2acH14xKtUYRCFp01z3Cgbk;МедЦентрСервис;4.7;http://medtsentrservis.ru/;Не знаю всех врачей в этой клинике. но точно могу сказать что Главатских Наталья Геннадьевна, которая тут гинекологом работает, специалист более чем отличный. Я к ней впервые обратилась около полугода назад, с тех пор других гинекологов вообще не признаю, тут я смогла наконец получить результативное лечение и это для меня самое главное! Рекомендую этот медицинский центр всем!;5.0;1511385909.0
14;ChIJ2acH14xKtUYRCFp01z3Cgbk;МедЦентрСервис;4.7;http://medtsentrservis.ru/;Очень довольна сервисом. Так получилось, что мне срочно нужно было проколоть антибиотики. Пару раз в поликлинику сходила и решила, что больше туда ни ногой. Обратилась в клинику на Курской. Медсестры очень внимательные, делали совсем не больно. Ну и главный плюс никаких очередей, толкотни и нервотрепки. Думаю, что при необходимости буду снова обращаться сюда.;5.0;1501724977.0
15;ChIJLxQqIvNKtUYR-uIe0wg46U8;МОБИЛМЕД;3.0;http://mobil-med.org/;Омерзительно!!! Даже через день после обещания досттавить книжку её нет. Курьер идиот!!! При условии что я звонил вколл-центр периодически и уверили в непременной доставке. Теперь же отнекиваются концом рабочего дня у отдела доставки и что до понедельника не решить вопрос!!! Уроды, я потерял большие деньги!!! Из-за вашей мерзкой некомпетентности!!!;1.0;1503075539.0
16;ChIJLxQqIvNKtUYR-uIe0wg46U8;МОБИЛМЕД;3.0;http://mobil-med.org/;Какой то кошмар происходит в Мобил меде на Таганке! Сделали прививки бесплатные, так одна распухла так, что я даже пошевелиться не могу! Хочу позвонить узнать в чем дело, так трубку ни кто не берет, сколько можно дозваниваться??? Там начнут хоть когда нибудь нормально работать! А мы ещё и деньги платим, в след раз я даже за бесплатно туда не поеду! Так вот по поводу прививки вашей(я знаю что меня ни кто не заставлял, так и делать надо нормально) если что нибудь со мной случиться, то я на Вас в суд подам!!!!! Отвратительный персонал!!! Надеюсь начальство будет поумней и разберётся в этой ситуации! Спасибо!;1.0;1478342884.0
17;ChIJLxQqIvNKtUYR-uIe0wg46U8;МОБИЛМЕД;3.0;http://mobil-med.org/;Делала мед книжку на Таганке, на вопрос сколько будет стоить продление регистратор ответила,что 1480 и проще сделать новую за 1500+фото 100,я сперва согласилась и пошла делать фото,но потом вспомнила, что у меня еще действует санминимум. С этим я обратилась опять к регистратору,она сказала,что якобы не заметила это и с таким недовольством начала выписывать направление,в итоге стоимость оказалась всего 800 рублей! Все прошла минут за 10,анализы для вида взяли. Такое ощущение,что побывала в шарашкиной конторе,больше никогда туда не обращусь.;1.0;1489240515.0
18;ChIJLxQqIvNKtUYR-uIe0wg46U8;МОБИЛМЕД;3.0;http://mobil-med.org/;Персонал неулыбчивый, хмурый. Уходишь оттуда сам в мрачном настроении. После осмотров боишься не занесли ли тебе что то. Иглы при тебе не распаковывают. Страшно уйти больным из этого места.;1.0;1490211750.0
19;ChIJLxQqIvNKtUYR-uIe0wg46U8;МОБИЛМЕД;3.0;http://mobil-med.org/;Филиал в Сочи работает очень хорошо !! Спасибо огромное.. Персоналу не помешало бы улыбаться .!) а то все грустные или загруженные ;5.0;1448637985.0
20;ChIJ5WSpXnc4tUYRPwl0z5Amt_k;Родильный дом №1;4.2;http://роддом-1.рф/;"Багировой Елене Анатольевне низкий поклон! 
Это Профессионал с большой буквы! 
11.08.2017 Благодаря оперативной, слаженной и конечно профессиональной команде врачей, на свет появился мой Сын Петр! 
(Сравнивать не хорошо, но я буду!
Свою Дочь я рожала  в ПМЦ на Севастопольском, куда более ни нагой!  
Политические игры, карьерный рост и жажда наживы -это все не про рождение Детей! )
Каждый для себя расставляет приоритеты, кому-то очень важно, чтобы ему льстили и целовали в беременный пупок или лично мои приоритеты:
Профессионализм, техничный подход, оперативность, нацеленность на результат (т.е. Рождение здорового ребенка и быстрое без последствий восстановление мамы после родов).
В Роддом мы пришли не без особенностей! У всех они свои, поэтому описывать не буду. 
Коротко по порядку:
Наблюдение: с 36 недели заключила контракт с индивидуальным врачем.
Связь с врачем была 24 часа в сутки.
Регулярно выдавались задания к обязательному исполнению.
 Приемное отделение: быстро, без ожиданий, вежливый персонал. 
Реанимация: высококачественное оборудование, большой штат мед.работников. Четко следуют графику поставленых задач, без промедлений.
Операционный блок: чисто, высококачественное оборудование, Анастезиологу отдельное спасибо! 
Послеродовое:  чисто, хорошо оборудованы палаты. Одноместная, прибывание с ребенком. Регулируемые кровати, Душ, сан.узел, холодильник, зона приема пищи, много систем хранения, все для малыша (Спасибо за подарки от роддома, приятно). Никуда не нужно бегать. Все текстильные принадлежности есть и замена происходит регулярно! Кормят хорошо, даже если аллергия на особые продукты, голодным не останетесь. Медикаменты высокого уровня, ничего докупать не нужно. Выхаживают по полной программе! 
Реанимация для новорожденных: оборудование на высшем уровне. Большой штат сотрудников, которые регулярно мониторят состояние ребенка.  
Итак, ДОРОГИЕ МАМОЧКИ! 
Пожалуйста помните, что рождение ребенка -это большая работа! Именно сейчас нужно собраться и сдать экзамен, а не расслабляться в надежде, что тебя все будут жалеть! 
Слушайтесь указаний врача, заранее изучайте как проходят все этапы родов и чем вы можете помочь себе и малышу. Мы живем в эпоху информации и ко всему можно быть готовым! Да тяжело, но нужно делать! Грамотно,  с холодной головой, безжалостно к своим соплям и огромной любовью в сердце к своему Ребенку! 
Спасибо Сотрудникам Роддома 1, осознаю, что многое зависит от руководства и Вы большие молодцы! 
Люблю! Ждите за третьим пойдем вместе!";5.0;1502606448.0
21;ChIJ5WSpXnc4tUYRPwl0z5Amt_k;Родильный дом №1;4.2;http://роддом-1.рф/;Рожала в 1роддоме в июне этого года. Вполне приличный роддом, молодой и адекватный персонал. При поступлении быстро оформили документы, потом сразу в родзал. Хочу отметить акушера Ассанского Василия Геннадиевича и сказать ему огромное спасибо. Очень отзывчивый и добродушный человек, не отходил ни на шаг, даже рожать легче было, т.к поддержка чувствовалась, хотя посторонний вроде человек. Рожала как все, не общих основаниях. После родов сразу поместили в палату. Кстати кормят на убой, пять раз, включая перекусы.;5.0;1504110039.0
22;ChIJ5WSpXnc4tUYRPwl0z5Amt_k;Родильный дом №1;4.2;http://роддом-1.рф/;"Рожала в 1 роддоме сына, в 2012 году. Роды были совместные с мужем. Но приехала я туда одна, т.к. Муж когда начались схватки был ещё в Финлянди. Встретили в роддоме по хамски, помню что при оформлении так грубо разговаривали, что даже довели до слез. Положили в палату, врачи постоянно менялись, которые за мной наблюдали. Приехала я в роддом, примерно в 19:30, к 01:00 мне решилии сделать эпидуральную анастезию, был врач мужчина, сделал... я ждала облегчений, но они не наступали. К 05:00 утра уже примчался муж из Финляндии (ездил туда по работе). Пришёл опять анастезиолог, сказала что возможно не туда попали и сделал ещё один укол анестезии, но долгожданного облегчения так и  не пришло, видимо снова промах. К 8:00 утра вызвали опять анастезиолога, и тут пришло спасение, мне стало невероятно легче и я отключилась на 40 минут. Потом пришли что -о ввели я сново начала чувствовать схватки, но это уже было не так мучительно, потому-то через 20 минут я родила. Врач принимавшая роды оказалась, в отличии от всего персонала с которым мне пришлось познакомиться до этого, оказалась на удивление, очень хорошей и внимательной. Роды прошли хорошо, врач помогала, говорила что делать. Даже предложила мужу перерезать пуповину. 
   P.s. Т.к. Я рожала бесплатно, я не ждала к себе какого-то особого внимания, но с хамством, грубостью и не профессионализмом встретиться было очень неприятно. 
   Закончу свой отзыв, все-таки словами благодарности в адрес врача, которая принимала роды! Спасибо ей большое!";3.0;1491464017.0
23;ChIJ5WSpXnc4tUYRPwl0z5Amt_k;Родильный дом №1;4.2;http://роддом-1.рф/;Тут родился первенец. Совместные роды. Никому никаких денег не платили. Очень понравилось. Отношение и в родовом блоке и в патологии, и в послеродовом - отличное. Персонал заботливый. Но это было в далеком 2007.;5.0;1484657746.0
24;ChIJ5WSpXnc4tUYRPwl0z5Amt_k;Родильный дом №1;4.2;http://роддом-1.рф/;Ужас,кошмар,больше туда ни ногой.рожала в июле 2016 г.бесплатно,видимо и соответствующий сервис и получила,кому ни рассказываю,никто не верит,а это было.начну с того,что в клизменной была очередь,один толчок с занавеской и все присутствующие там все слушают,а ты сгораешь от стыда от звуков.дальше положили в родзал,заходили ко мне раз в полчаса,с 7 утра у меня начались схватки,потом была пересменка,и пришла ко мне ужасная тетя,которая заставляла меня рожать в кровати ногами вверх,у меня ужасно сводило икры,а она орала,чтобы не опускала ноги.во время потуги руками хватается за все что попадалось под руку,одной за кровать,другой за трубу для кислорода на стене,соответственно ногами упиралась непроизвольно в неё (тетя),на что я получила удары по ногам,мол что я в неё упираюсь.попросилась в кресло, на что я получила отказ, после трех часов мучений все-таки разрешила мне залезть на него,затем мне сделали нарез,надавить и мой мальчик появился на свет.затем наркоз и очнулась я от того,что моя попа замерзла, оказывается мне подложили какой- то поднос металлический куда стекала кровь,ну думаю ладно так положено. Затем повезли меня в палату, как оказалось мест нет,время было около 12 часов дня,сказали подождать, меня отвезли обратно в поделок и там оставили в коридоре,все кто не проходил по коридору все на меня смотрели и спрашивали,мол что она здесь лежит? И так я пробежала с обеда до 18 часов в коридоре с подносом под попой,мне было настолько набрать на всю эту ситуацию,я просто спала после наркоза. После в палате я обнаружила, что у меня поцарапаны все бока,а царапины от ногтей ой какие больные. Самое ужасное было дома когда я заглянула себе туда,представьте, что туда засунули гранату и её разорвало,вот так сейчас выглядит моя вагина,ни одного шва на влагалище,наложили только на промежность.я в шоке,я когда дочку 13 лет назад рожала в глухом посёлке, то там и то наложили косметические швы не спросив меня.теперь придётся на интимной пластику порядка 100-150 тыс. Тратить.ни кому не рекомендую,роддом испортился,зажрались.;1.0;1482535200.0
25;ChIJndQv-KVMtUYRjZZU480U2eg;Семейный доктор, Поликлиника № 9;3.0;http://www.fdoctor.ru/;Ждёшь приёма полчаса, чтобы сделать банальную прививку, потом тебе 20 минут впаривают анализы на все что угодно и без спроса делают какой-то нафиг не нужный на концентрацию кислорода в крови. Развод!;1.0;1507225992.0
26;ChIJndQv-KVMtUYRjZZU480U2eg;Семейный доктор, Поликлиника № 9;3.0;http://www.fdoctor.ru/;"Согласна с комментарием ниже: все врачи прекрасные актеры, выманивающие деньги. Узи, рентгены на руки отдавать не хотят, смотреть можно только приватно в их поликлинике. Утверждают, что необходимо сделать дорогие анализы, по приходу которых слышится только: ""Да, все хорошо, нормально""";1.0;1492433213.0
27;ChIJndQv-KVMtUYRjZZU480U2eg;Семейный доктор, Поликлиника № 9;3.0;http://www.fdoctor.ru/;Была в этой клинике пару раз. У лора, где мне сделали промывание пазух носа (кукушка) холодной водой (!). Второй раз у травматолога с ребенком, после чего решила, что это был последний раз. Хоть и удобно по расположению для меня, более я туда не хожу.;1.0;1490013148.0
28;ChIJndQv-KVMtUYRjZZU480U2eg;Семейный доктор, Поликлиника № 9;3.0;http://www.fdoctor.ru/;"ЛОР-врач Цолоева Лариса Магомет-Гиреевна для нашего семейства один из главных врачей. Детки первый год в саду и очень часто болеют, так мы направляемся сразу к ней. Очень хорошо осматривает и назначает грамотное лечение. Сама сейчас тоже у нее лечусь. Я очень рада, что мы нашли ""своего"" врача, ведь так тяжело найти хорошего, квалифицированного ЛОРа!";5.0;1474553431.0
29;ChIJndQv-KVMtUYRjZZU480U2eg;Семейный доктор, Поликлиника № 9;3.0;http://www.fdoctor.ru/;;5.0;1467206382.0
30;ChIJKeDwHZEc8UARviD1HO9_m2E;Научно-исследовательский центр детской нейропсихологии;5.0;http://detki-psy.ru/;Отличные специалисты, которые правда могут помочь;5.0;1464201578.0
31;ChIJKeDwHZEc8UARviD1HO9_m2E;Научно-исследовательский центр детской нейропсихологии;5.0;http://detki-psy.ru/;;5.0;1438267633.0
32;ChIJJYwysYxKtUYRw_fA4eexdDM;Научно-исследовательская лечебная клиника остеопатии и хиропрактики;4.3;http://www.osteopat.ru/;Очень хорошая клиника . удобно располагается. особый подход к пациенту нет суеты как во многих других клиниках уделяют времени столько сколько нужно. цены приемлемые а главное результат в лечении . клиника отличная я даже не знала что в Москве в центре можно найти что то подобное;5.0;1431105358.0
33;ChIJJYwysYxKtUYRw_fA4eexdDM;Научно-исследовательская лечебная клиника остеопатии и хиропрактики;4.3;http://www.osteopat.ru/;;5.0;1427706673.0
34;ChIJJYwysYxKtUYRw_fA4eexdDM;Научно-исследовательская лечебная клиника остеопатии и хиропрактики;4.3;http://www.osteopat.ru/;;3.0;1366653846.0
35;ChIJdccCO0pHtUYRx8CONwZW4YA;Медси;4.5;http://medsi.ru/;Скажу по существу. Да, не близко от дома-работы-друзей и тыды. Да, не сразу отвечают когда звонишь. В общем захочешь - найдешь к чему придраться, но чего не отнимешь так это толковых докторов. За такое можно и подождать и перезвонить. Сколько раз меня хирурги собирали.. Что б вовремя не повезли к ним не ходил бы вообще.;5.0;1498551537.0
36;ChIJdccCO0pHtUYRx8CONwZW4YA;Медси;4.5;http://medsi.ru/;У мамы обнаружилась проблема с сердцем, которая подразумевает оперативное вмешательство. Через знакомых вышли врача, который оперирует по этой части. Проводил операцию А.А.Белкин. Врач шикарный! Отдельное спасибо хочется сказать персоналу! Такой внимательности и квалифицированности в другом месте вряд ли бы нашли.;5.0;1496728415.0
37;ChIJdccCO0pHtUYRx8CONwZW4YA;Медси;4.5;http://medsi.ru/;Я конечно понимаю, что 5 звезд тут ставят сами сотрудник больницы, но послушайте , это не больница а ВЫКАЧКА ДЕНЕГ , она полупустая , врачи некомпетентные и просто выкачивают деньги. Мой отец поступил с тяжелой анемией неустановленного характера и гемаглобином 50, так вместо того,чтобы сразу взять костный мозг и провести анализ на железо и фолиевую кислоту, они делали по сто МРТ , гастроскопий и НИЧЕМ НЕ ЛЕЧИЛИ в течение ВСЕГО ВРЕМЕНИ нахождения в больнице. К слову счет на 170 тысяч за 9 дней прибывания и как итог-состояние не лучше, хотя дмагноз установили в последний день- B12 дефицитная анемия. Детский план лечение-колите укольчики. Никто не подходит к больному когда он зовет, вечно никого нет на месте из сестер, не дозвониться, больница пустынная, по крайней мере Терапевтическое отделение.НОЛЬ КОМПЕТЕНЦИИ и выкачка денг.;1.0;1495821175.0
38;ChIJdccCO0pHtUYRx8CONwZW4YA;Медси;4.5;http://medsi.ru/;Лежал в стационаре (сердечно-сосудистое, 8-й этаж) 19 дней. Палаты на 2 человека, прекрасный сестринский персонал. По настоящему вкусно и сытно кормят! Огромное спасибо хирургу Белкину Александру Александровичу. Лучшие рекомендации;5.0;1495690123.0
39;ChIJdccCO0pHtUYRx8CONwZW4YA;Медси;4.5;http://medsi.ru/;"Отличный врач. Довольно дорого. Хотя как по другому? Это не бесплатная поликлиника.
Удобнее добираться на машине. Есть бесплатная маршрутка от метро до остановки возле больницы.
Дорожное покрытие разбитое на сегодняшний день (март 2017). Внутри чисто, просторно. Пациентов немного. Очередей практически нет.";5.0;1488552605.0
40;ChIJ18TnFV9KtUYRdPc5znsRHKQ;Ниармедик;3.5;http://www.nrmed.ru/;"Хороший компьютерный периметр. Сотрудники доброжелательные.  Тесновато_ _так как Центр, аренда дорогая.....Мало мест, где присесть в ожидании. Автомат с кофе неплохой, в холодную осень пригодился.  А больше ничего не могу сказать, бо не лечусь там, только КП сделала)И рядом городской пейзаж красивый, .фото рядом прикрепляю. 
 Всем здравия!";3.0;1508410012.0
41;ChIJ18TnFV9KtUYRdPc5znsRHKQ;Ниармедик;3.5;http://www.nrmed.ru/;"Развод на деньги - получен отказ при обращении за медицинской манипуляцией с официальным бланком с печатями и подписью врача гос.структуры - обоснование ""только при наличии приема и разрешения врача этой клиники"". Т.е. официальное разрешение гос.органищации этой клиникой не котируется.";1.0;1511087939.0
42;ChIJ18TnFV9KtUYRdPc5znsRHKQ;Ниармедик;3.5;http://www.nrmed.ru/;В нашей районной поликлинике сменился педиатр, да я если честно уже давно хотела перейти в частную клинику, так как отношение персонала в поликлинике, да и принцип их работы оставляет желать лучшего, а смена педиатра лишь подтолкнуло. Несколько раз я с ребенком посетила ниармедик, и так как ничего меня не насторожило и разочаровало, решили остаться в этой клинике. Расположена клиника удобно, врачи отличные, есть у них программы для обслуживания для детей, получается и выгодней и удобней, думаю, Почемучки Стандарт нам подойдут.;5.0;1493577127.0
43;ChIJ18TnFV9KtUYRdPc5znsRHKQ;Ниармедик;3.5;http://www.nrmed.ru/;У меня в ниармедике программа – с заботой о себе стандарт, поэтому обращаюсь с проблемами по здоровью, или просто для консультации, в эту клинику. В прошлом месяце были проблемы по женской части, обратилась к гинекологу Катковой Ирине Витальевне, она буквально сразу поняла суть проблемы, все объяснила и рассказала, так что я четко понимала, что к чему, лишних анализов не назначала, работой врача полностью довольна.;5.0;1496430971.0
44;ChIJ18TnFV9KtUYRdPc5znsRHKQ;Ниармедик;3.5;http://www.nrmed.ru/;"Не лучший филиал ниармедик. В регистратуре хамоватое отношение. На вопрос ""пригласят ли, когда врач освободится?"", дали ответ ""ну сходите и постучите"". Сходила, постучала, услышала раздражённое ""ЗАНЯТО!"". Все общение примерно в таком же стиле, только что не ""цокают"", но до этого, видимо, не далеко))";3.0;1490080221.0
45;ChIJo92fNuNLtUYRP_RnJkFCOOQ;Paleon;5.0;http://psyco.ru/;Очень профессиональные специалисты. Обращалась к детскому и семейному психологам.;5.0;1464012110.0
